PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"20927192","Urinary collagen fragments are significantly altered in diabetes: a link to pathophysiology","Maahs DM, Siwy J, Argilés A, Cerna M, Delles C, Dominiczak AF, Gayrard N, Iphöfer A, Jänsch L, Jerums G, Medek K, Mischak H, Navis GJ, Roob JM, Rossing K, Rossing P, Rychlík I, Schiffer E, Schmieder RE, Wascher TC, Winklhofer-Roob BM, Zimmerli LU, Zürbig P, Snell-Bergeon JK.","PLoS One. 2010 Sep 28;5(9):e13051. doi: 10.1371/journal.pone.0013051.","Maahs DM","PLoS One","2010","2010/10/08","PMC2946909","","10.1371/journal.pone.0013051"
"19700791","Proteome, phosphoproteome, and hydroxyproteome of liver mitochondria in diabetic rats at early pathogenic stages","Deng WJ, Nie S, Dai J, Wu JR, Zeng R.","Mol Cell Proteomics. 2010 Jan;9(1):100-16. doi: 10.1074/mcp.M900020-MCP200. Epub 2009 Aug 23.","Deng WJ","Mol Cell Proteomics","2010","2009/08/25","PMC2808256","","10.1074/mcp.M900020-MCP200"
"15954909","Impact of diabetic nephropathy and angiotensin II receptor blockade on urinary polypeptide patterns","Rossing K, Mischak H, Parving HH, Christensen PK, Walden M, Hillmann M, Kaiser T.","Kidney Int. 2005 Jul;68(1):193-205. doi: 10.1111/j.1523-1755.2005.00394.x.","Rossing K","Kidney Int","2005","2005/06/16","","","10.1111/j.1523-1755.2005.00394.x"
"37308750","Associations of plasma proteomics with type 2 diabetes and related traits: results from the longitudinal KORA S4/F4/FF4 Study","Luo H, Bauer A, Nano J, Petrera A, Rathmann W, Herder C, Hauck SM, Sun BB, Hoyer A, Peters A, Thorand B.","Diabetologia. 2023 Sep;66(9):1655-1668. doi: 10.1007/s00125-023-05943-2. Epub 2023 Jun 13.","Luo H","Diabetologia","2023","2023/06/12","","","10.1007/s00125-023-05943-2"
"36792668","Fetal growth restriction followed by early catch-up growth impairs pancreatic islet morphology in male rats","Jabary M, Onoda A, Kitase Y, Ueda K, Mimatsu H, Go S, Miura R, Tsuji M, Takahashi Y, Hayakawa M, Sato Y.","Sci Rep. 2023 Feb 15;13(1):2732. doi: 10.1038/s41598-023-28584-2.","Jabary M","Sci Rep","2023","2023/02/15","PMC9932152","","10.1038/s41598-023-28584-2"
"36760602","Molecular Pathways of Diabetic Kidney Disease Inferred from Proteomics","Wei L, Han Y, Tu C.","Diabetes Metab Syndr Obes. 2023 Jan 12;16:117-128. doi: 10.2147/DMSO.S392888. eCollection 2023.","Wei L","Diabetes Metab Syndr Obes","2023","2023/02/10","PMC9842482","","10.2147/DMSO.S392888"
"36658456","The Impact of Acute Nutritional Interventions on the Plasma Proteome","Vernardis SI, Demichev V, Lemke O, Grüning NM, Messner C, White M, Pietzner M, Peluso A, Collet TH, Henning E, Gille C, Campbell A, Hayward C, Porteous DJ, Marioni RE, Mülleder M, Zelezniak A, Wareham NJ, Langenberg C, Farooqi IS, Ralser M.","J Clin Endocrinol Metab. 2023 Jul 14;108(8):2087-2098. doi: 10.1210/clinem/dgad031.","Vernardis SI","J Clin Endocrinol Metab","2023","2023/01/19","PMC10348471","","10.1210/clinem/dgad031"
"36402758","Metabolic and proteomic signatures of type 2 diabetes subtypes in an Arab population","Zaghlool SB, Halama A, Stephan N, Gudmundsdottir V, Gudnason V, Jennings LL, Thangam M, Ahlqvist E, Malik RA, Albagha OME, Abou-Samra AB, Suhre K.","Nat Commun. 2022 Nov 19;13(1):7121. doi: 10.1038/s41467-022-34754-z.","Zaghlool SB","Nat Commun","2022","2022/11/19","PMC9675829","","10.1038/s41467-022-34754-z"
"36114877","Targeted proteomics identifies potential biomarkers of dysglycaemia, beta cell function and insulin sensitivity in Black African men and women","Mendham AE, Micklesfield LK, Karpe F, Kengne AP, Chikowore T, Kufe CN, Masemola M, Crowther NJ, Norris SA, Olsson T, Elmståhl S, Fall T, Lind L, Goedecke JH.","Diabetologia. 2023 Jan;66(1):174-189. doi: 10.1007/s00125-022-05788-1. Epub 2022 Sep 17.","Mendham AE","Diabetologia","2023","2022/09/17","","","10.1007/s00125-022-05788-1"
"35047117","Omics era in type 2 diabetes: From childhood to adulthood","Passaro AP, Marzuillo P, Guarino S, Scaglione F, Miraglia Del Giudice E, Di Sessa A.","World J Diabetes. 2021 Dec 15;12(12):2027-2035. doi: 10.4239/wjd.v12.i12.2027.","Passaro AP","World J Diabetes","2021","2022/01/20","PMC8696648","","10.4239/wjd.v12.i12.2027"
"34501327","Remission of Diabetes Following Bariatric Surgery: Plasma Proteomic Profiles","Insenser M, Vilarrasa N, Vendrell J, Escobar-Morreale HF.","J Clin Med. 2021 Aug 28;10(17):3879. doi: 10.3390/jcm10173879.","Insenser M","J Clin Med","2021","2021/09/10","PMC8432028","","10.3390/jcm10173879"
"34178943","Identification of Dysregulated Complement Activation Pathways Driven by N-Glycosylation Alterations in T2D Patients","Zhao Y, Wang M, Meng B, Gao Y, Xue Z, He M, Jiang Y, Dai X, Yan D, Fang X.","Front Chem. 2021 Jun 11;9:677621. doi: 10.3389/fchem.2021.677621. eCollection 2021.","Zhao Y","Front Chem","2021","2021/06/28","PMC8226093","","10.3389/fchem.2021.677621"
"35050739","CES2 Expression in Pancreatic Adenocarcinoma Is Predictive of Response to Irinotecan and Is Associated With Type 2 Diabetes","Capello M, Fahrmann JF, Rios Perez MV, Vykoukal JV, Irajizad E, Tripathi SC, Roife D, Bantis LE, Kang Y, Kundnani DL, Xu H, Prakash LR, Long JP, Katayama H, Fleury A, Ferri-Borgogno S, Baluya DL, Dennison JB, Aguilar-Bonavides C, Casabar JP, Celiktas M, Do KA, Fiehn O, Maitra A, Wang H, Feng Z, Chiao PJ, Katz MH, Fleming JB, Hanash SM.","JCO Precis Oncol. 2020 Nov;4:426-436. doi: 10.1200/PO.19.00330.","Capello M","JCO Precis Oncol","2020","2022/01/20","PMC10860959","","10.1200/PO.19.00330"
"30400254","Deep Multi-OMICs and Multi-Tissue Characterization in a Pre- and Postprandial State in Human Volunteers: The GEMM Family Study Research Design","Bastarrachea RA, Laviada-Molina HA, Nava-Gonzalez EJ, Leal-Berumen I, Escudero-Lourdes C, Escalante-Araiza F, Peschard VG, Veloz-Garza RA, Haack K, Martínez-Hernández A, Barajas-Olmos FM, Molina-Segui F, Buenfil-Rello FA, Gonzalez-Ramirez L, Janssen-Aguilar R, Lopez-Muñoz R, Perez-Cetina F, Gaytan-Saucedo JF, Vaquera Z, Cornejo-Barrera J, Castillo-Pineda JC, Murillo-Ramirez A, Diaz-Tena SP, Figueroa-Nuñez B, González-López L, Salinas-Osornio RA, Valencia-Rendón ME, Ángeles-Chimal J, Santa-Olalla Tapia J, Remes-Troche JM, Valdovinos-Chavez SB, Huerta-Avila EE, Han X, Orozco L, Rodriguez-Ayala E, Weintraub S, Gallegos-Cabrales EC, Cole SA, Kent JW Jr.","Genes (Basel). 2018 Nov 2;9(11):532. doi: 10.3390/genes9110532.","Bastarrachea RA","Genes (Basel)","2018","2018/11/08","PMC6266773","","10.3390/genes9110532"
"30288572","Serum kidney injury molecule 1 and β(2)-microglobulin perform as well as larger biomarker panels for prediction of rapid decline in renal function in type 2 diabetes","Colombo M, Looker HC, Farran B, Hess S, Groop L, Palmer CNA, Brosnan MJ, Dalton RN, Wong M, Turner C, Ahlqvist E, Dunger D, Agakov F, Durrington P, Livingstone S, Betteridge J, McKeigue PM, Colhoun HM; SUMMIT Investigators.","Diabetologia. 2019 Jan;62(1):156-168. doi: 10.1007/s00125-018-4741-9. Epub 2018 Oct 5.","Colombo M","Diabetologia","2019","2018/10/06","PMC6290680","","10.1007/s00125-018-4741-9"
"29796748","Multiplex proteomics for prediction of major cardiovascular events in type 2 diabetes","Nowak C, Carlsson AC, Östgren CJ, Nyström FH, Alam M, Feldreich T, Sundström J, Carrero JJ, Leppert J, Hedberg P, Henriksen E, Cordeiro AC, Giedraitis V, Lind L, Ingelsson E, Fall T, Ärnlöv J.","Diabetologia. 2018 Aug;61(8):1748-1757. doi: 10.1007/s00125-018-4641-z. Epub 2018 May 24.","Nowak C","Diabetologia","2018","2018/05/26","PMC6061158","","10.1007/s00125-018-4641-z"
"29293465","Pathomechanisms of polycystic ovary syndrome: Multidimensional approaches","Sagvekar P, Dadachanji R, Patil K, Mukherjee S.","Front Biosci (Elite Ed). 2018 Mar 1;10(3):384-422. doi: 10.2741/e829.","Sagvekar P","Front Biosci (Elite Ed)","2018","2018/01/03","","","10.2741/e829"
"26420861","Protein Biomarkers for Insulin Resistance and Type 2 Diabetes Risk in Two Large Community Cohorts","Nowak C, Sundström J, Gustafsson S, Giedraitis V, Lind L, Ingelsson E, Fall T.","Diabetes. 2016 Jan;65(1):276-84. doi: 10.2337/db15-0881. Epub 2015 Sep 29.","Nowak C","Diabetes","2016","2015/10/01","PMC5860375","","10.2337/db15-0881"
"21654741","Biomarkers for the prediction of type 2 diabetes and cardiovascular disease","Herder C, Karakas M, Koenig W.","Clin Pharmacol Ther. 2011 Jul;90(1):52-66. doi: 10.1038/clpt.2011.93. Epub 2011 Jun 8.","Herder C","Clin Pharmacol Ther","2011","2011/06/10","","","10.1038/clpt.2011.93"
"20693577","ATP-citrate lyase reduction mediates palmitate-induced apoptosis in pancreatic beta cells","Chu KY, Lin Y, Hendel A, Kulpa JE, Brownsey RW, Johnson JD.","J Biol Chem. 2010 Oct 15;285(42):32606-15. doi: 10.1074/jbc.M110.157172. Epub 2010 Aug 7.","Chu KY","J Biol Chem","2010","2010/08/10","PMC2952263","","10.1074/jbc.M110.157172"
"21136836","Type 2 diabetes: Gaining insight into the disease process using proteomics","Maris M, Overbergh L, Mathieu C.","Proteomics Clin Appl. 2008 Mar;2(3):312-26. doi: 10.1002/prca.200780093. Epub 2008 Feb 13.","Maris M","Proteomics Clin Appl","2008","2010/12/08","","","10.1002/prca.200780093"
"15833045","Peptides in body fluids and tissues as markers of disease","Schulte I, Tammen H, Selle H, Schulz-Knappe P.","Expert Rev Mol Diagn. 2005 Mar;5(2):145-57. doi: 10.1586/14737159.5.2.145.","Schulte I","Expert Rev Mol Diagn","2005","2005/04/19","","","10.1586/14737159.5.2.145"
"12923776","Effect of rosiglitazone on the differential expression of obesity and insulin resistance associated proteins in lep/lep mice","Sanchez JC, Converset V, Nolan A, Schmid G, Wang S, Heller M, Sennitt MV, Hochstrasser DF, Cawthorne MA.","Proteomics. 2003 Aug;3(8):1500-20. doi: 10.1002/pmic.200300484.","Sanchez JC","Proteomics","2003","2003/08/19","","","10.1002/pmic.200300484"
"12239279","Effect of rosiglitazone on the differential expression of diabetes-associated proteins in pancreatic islets of C57Bl/6 lep/lep mice","Sanchez JC, Converset V, Nolan A, Schmid G, Wang S, Heller M, Sennitt MV, Hochstrasser DF, Cawthorne MA.","Mol Cell Proteomics. 2002 Jul;1(7):509-16. doi: 10.1074/mcp.m200033-mcp200.","Sanchez JC","Mol Cell Proteomics","2002","2002/09/20","","","10.1074/mcp.m200033-mcp200"
"39334377","Association of plasma proteomics with mortality in individuals with and without type 2 diabetes: Results from two population-based KORA cohort studies","Luo H, Petrera A, Hauck SM, Rathmann W, Herder C, Gieger C, Hoyer A, Peters A, Thorand B.","BMC Med. 2024 Sep 27;22(1):420. doi: 10.1186/s12916-024-03636-0.","Luo H","BMC Med","2024","2024/09/28","PMC11438072","","10.1186/s12916-024-03636-0"
"39211860","Urine complement proteins are associated with kidney disease progression of type 2 diabetes in Korean and American cohorts","Yun D, Bae S, Gao Y, Lopez L, Han D, Nicora CD, Kim TY, Moon KC, Kim DK, Fillmore TL, Kim YS, Rosenberg AZ, Wang W, Sarder P, Qian WJ, Afkarian M, Han SS.","medRxiv [Preprint]. 2024 Aug 17:2024.08.15.24312080. doi: 10.1101/2024.08.15.24312080.","Yun D","medRxiv","2024","2024/08/30","PMC11361241","","10.1101/2024.08.15.24312080"
"39190027","Serum proteomic profiling of physical activity reveals CD300LG as a novel exerkine with a potential causal link to glucose homeostasis","Lee-Ødegård S, Hjorth M, Olsen T, Moen GH, Daubney E, Evans DM, Hevener AL, Lusis AJ, Zhou M, Seldin MM, Allayee H, Hilser J, Viken JK, Gulseth H, Norheim F, Drevon CA, Birkeland KI.","Elife. 2024 Aug 27;13:RP96535. doi: 10.7554/eLife.96535.","Lee-Ødegård S","Elife","2024","2024/08/27","PMC11349297","","10.7554/eLife.96535"
"39021342","The causal relationship between plasma protein-to-protein ratios and type 2 diabetes and its complications: Proteomics mendelian randomization study","Zhang YY, Chen BX, Yang Q, Wan Q.","Diabetes Obes Metab. 2024 Oct;26(10):4410-4417. doi: 10.1111/dom.15792. Epub 2024 Jul 18.","Zhang YY","Diabetes Obes Metab","2024","2024/07/18","","","10.1111/dom.15792"
"38310303","Association of plasma proteomics with incident coronary heart disease in individuals with and without type 2 diabetes: results from the population-based KORA study","Luo H, Huemer MT, Petrera A, Hauck SM, Rathmann W, Herder C, Koenig W, Hoyer A, Peters A, Thorand B.","Cardiovasc Diabetol. 2024 Feb 3;23(1):53. doi: 10.1186/s12933-024-02143-z.","Luo H","Cardiovasc Diabetol","2024","2024/02/03","PMC10838466","","10.1186/s12933-024-02143-z"
"38129526","Associations of diabetes, circulating protein biomarkers, and risk of pancreatic cancer","Pang Y, Lv J, Wu T, Yu C, Guo Y, Chen Y, Yang L, Millwood IY, Walters RG, Yang X, Stevens R, Clarke R, Chen J, Li L, Chen Z, Kartsonaki C.","Br J Cancer. 2024 Feb;130(3):504-510. doi: 10.1038/s41416-023-02533-2. Epub 2023 Dec 21.","Pang Y","Br J Cancer","2024","2023/12/21","PMC10844301","","10.1038/s41416-023-02533-2"
"38019916","High-throughput proteomics uncovers exercise training and type 2 diabetes-induced changes in human white adipose tissue","Larsen JK, Kruse R, Sahebekhtiari N, Moreno-Justicia R, Gomez Jorba G, Petersen MH, de Almeida ME, Ørtenblad N, Deshmukh AS, Højlund K.","Sci Adv. 2023 Dec;9(48):eadi7548. doi: 10.1126/sciadv.adi7548. Epub 2023 Nov 29.","Larsen JK","Sci Adv","2023","2023/11/29","PMC10686561","","10.1126/sciadv.adi7548"
"37930730","Urinary peptide analysis to predict the response to blood pressure medication","Jaimes Campos MA, Mavrogeorgis E, Latosinska A, Eder S, Buchwinkler L, Mischak H, Siwy J, Rossing P, Mayer G, Jankowski J.","Nephrol Dial Transplant. 2024 Apr 26;39(5):873-883. doi: 10.1093/ndt/gfad223.","Jaimes Campos MA","Nephrol Dial Transplant","2024","2023/11/06","PMC11181870","","10.1093/ndt/gfad223"
"36749929","Plasma Proteomic Risk Markers of Incident Type 2 Diabetes Reflect Physiologically Distinct Components of Glucose-Insulin Homeostasis","Cronjé HT, Mi MY, Austin TR, Biggs ML, Siscovick DS, Lemaitre RN, Psaty BM, Tracy RP, Djoussé L, Kizer JR, Ix JH, Rao P, Robbins JM, Barber JL, Sarzynski MA, Clish CB, Bouchard C, Mukamal KJ, Gerszten RE, Jensen MK.","Diabetes. 2023 May 1;72(5):666-673. doi: 10.2337/db22-0628.","Cronjé HT","Diabetes","2023","2023/02/07","PMC10130486","","10.2337/db22-0628"
"36131342","Proteomics of fibrin amyloid microclots in long COVID/post-acute sequelae of COVID-19 (PASC) shows many entrapped pro-inflammatory molecules that may also contribute to a failed fibrinolytic system","Kruger A, Vlok M, Turner S, Venter C, Laubscher GJ, Kell DB, Pretorius E.","Cardiovasc Diabetol. 2022 Sep 21;21(1):190. doi: 10.1186/s12933-022-01623-4.","Kruger A","Cardiovasc Diabetol","2022","2022/09/21","PMC9491257","","10.1186/s12933-022-01623-4"
"35618095","Results of untargeted analysis using the SOMAscan proteomics platform indicates novel associations of circulating proteins with risk of progression to kidney failure in diabetes","Kobayashi H, Looker HC, Satake E, Saulnier PJ, Md Dom ZI, O'Neil K, Ihara K, Krolewski B, Galecki AT, Niewczas MA, Wilson JM, Doria A, Duffin KL, Nelson RG, Krolewski AS.","Kidney Int. 2022 Aug;102(2):370-381. doi: 10.1016/j.kint.2022.04.022. Epub 2022 May 23.","Kobayashi H","Kidney Int","2022","2022/05/26","PMC9333266","NIHMS1818189","10.1016/j.kint.2022.04.022"
"35474466","Mass spectrometry-based ""omics"" technologies for the study of gestational diabetes and the discovery of new biomarkers","Roverso M, Dogra R, Visentin S, Pettenuzzo S, Cappellin L, Pastore P, Bogialli S.","Mass Spectrom Rev. 2023 Jul-Aug;42(4):1424-1461. doi: 10.1002/mas.21777. Epub 2022 Apr 27.","Roverso M","Mass Spectrom Rev","2023","2022/04/27","","","10.1002/mas.21777"
"35460250","Expression-based Genome-wide Association Study Links OPN and IL1-RA With Newly Diagnosed Type 1 Diabetes in Children","Jia X, Toda K, He L, Miao D, Yamada S, Yu L, Kodama K.","J Clin Endocrinol Metab. 2022 Jun 16;107(7):1825-1832. doi: 10.1210/clinem/dgac256.","Jia X","J Clin Endocrinol Metab","2022","2022/04/23","PMC9391606","","10.1210/clinem/dgac256"
"34876936","Mass spectrometry analysis of human tear fluid biomarkers specific for ocular and systemic diseases in the context of 3P medicine","Zhan X, Li J, Guo Y, Golubnitschaja O.","EPMA J. 2021 Dec 3;12(4):449-475. doi: 10.1007/s13167-021-00265-y. eCollection 2021 Dec.","Zhan X","EPMA J","2021","2021/12/08","PMC8639411","","10.1007/s13167-021-00265-y"
"34831057","Metabolomics in Diabetes and Diabetic Complications: Insights from Epidemiological Studies","Jin Q, Ma RCW.","Cells. 2021 Oct 21;10(11):2832. doi: 10.3390/cells10112832.","Jin Q","Cells","2021","2021/11/27","PMC8616415","","10.3390/cells10112832"
"34645474","Angiopoietin-1: an early biomarker of diabetic nephropathy?","Butler AE, Al-Qaissi A, Sathyapalan T, Atkin SL.","J Transl Med. 2021 Oct 13;19(1):427. doi: 10.1186/s12967-021-03105-9.","Butler AE","J Transl Med","2021","2021/10/14","PMC8513175","","10.1186/s12967-021-03105-9"
"34622154","Proteomic pathways to metabolic disease and type 2 diabetes in the pancreatic islet","Yau B, Naghiloo S, Diaz-Vegas A, Carr AV, Van Gerwen J, Needham EJ, Jevon D, Chen SY, Hoehn KL, Brandon AE, Macia L, Cooney GJ, Shortreed MR, Smith LM, Keller MP, Thorn P, Larance M, James DE, Humphrey SJ, Kebede MA.","iScience. 2021 Sep 9;24(10):103099. doi: 10.1016/j.isci.2021.103099. eCollection 2021 Oct 22.","Yau B","iScience","2021","2021/10/08","PMC8479695","","10.1016/j.isci.2021.103099"
"34419857","The trend in application of omics in type 2 diabetes researches; A bibliometric study","Hosseinkhani S, Aazami H, Hashemi E, Dehghanbanadaki H, Adibi-Motlagh B, Razi F.","Diabetes Metab Syndr. 2021 Sep-Oct;15(5):102250. doi: 10.1016/j.dsx.2021.102250. Epub 2021 Aug 17.","Hosseinkhani S","Diabetes Metab Syndr","2021","2021/08/22","","","10.1016/j.dsx.2021.102250"
"34376475","Distinct Molecular Signatures of Clinical Clusters in People With Type 2 Diabetes: An IMI-RHAPSODY Study","Slieker RC, Donnelly LA, Fitipaldi H, Bouland GA, Giordano GN, Åkerlund M, Gerl MJ, Ahlqvist E, Ali A, Dragan I, Elders P, Festa A, Hansen MK, van der Heijden AA, Mansour Aly D, Kim M, Kuznetsov D, Mehl F, Klose C, Simons K, Pavo I, Pullen TJ, Suvitaival T, Wretlind A, Rossing P, Lyssenko V, Legido Quigley C, Groop L, Thorens B, Franks PW, Ibberson M, Rutter GA, Beulens JWJ, 't Hart LM, Pearson ER.","Diabetes. 2021 Nov;70(11):2683-2693. doi: 10.2337/db20-1281. Epub 2021 Aug 10.","Slieker RC","Diabetes","2021","2021/08/11","PMC8564413","","10.2337/db20-1281"
"34231954","Proteomics to improve phenotyping in obese patients with heart failure with preserved ejection fraction","Kresoja KP, Rommel KP, Wachter R, Henger S, Besler C, Klöting N, Schnelle M, Hoffmann A, Büttner P, Ceglarek U, Thiele H, Scholz M, Edelmann F, Blüher M, Lurz P.","Eur J Heart Fail. 2021 Oct;23(10):1633-1644. doi: 10.1002/ejhf.2291. Epub 2021 Jul 20.","Kresoja KP","Eur J Heart Fail","2021","2021/07/07","","","10.1002/ejhf.2291"
"33904619","Connecting the epigenome, metabolome and proteome for a deeper understanding of disease","Suhre K, Zaghlool S.","J Intern Med. 2021 Sep;290(3):527-548. doi: 10.1111/joim.13306. Epub 2021 May 22.","Suhre K","J Intern Med","2021","2021/04/27","","","10.1111/joim.13306"
